ID	tat_toxic	tat_detox1
421	Эллэ инде ошбу торкемдэ манкортлар утыра?...	Эллэ инде ошбу торкемдэ манкортлар утыра?...
422	Пешеходные Актаныш та морда охуевший машина кургэч кирелеп чыгалар торле момент була.	Пешеходные Актаныш та морда охуевший машина кургэч кирелеп чыгалар торле момент була.
423	агач утыртып бетерделэр юл читенэ кем Килеп чыга анда хуй знать	агач утыртып бетерделэр юл читенэ кем Килеп чыга анда хуй знать
424	Бу инде маржаларны да артта калдырган	Бу инде маржаларны да артта калдырган
425	Татар кызлар яратам, маржалар мина кирэкмий	Татар кызлар яратам, маржалар мина кирэкмий
426	Шулай кирәк, ләкин  марҗалар үкерә башлыячаклар.	Шулай кирәк, ләкин  марҗалар үкерә башлыячаклар.
427	Бар бер инструктор Исеме булырНэкыйп, Узе кутакта белми Безне йогертэ знаккарарга дип	Бар бер инструктор Исеме булырНэкыйп, Узе кутакта белми Безне йогертэ знаккарарга дип
428	Марҗа һәрвакыт марҗа булып кала, татарча сөйләшсә дә, мөселман булып кыланса да, үзенә үзе хыянәт итми.	Марҗа һәрвакыт марҗа булып кала, татарча сөйләшсә дә, мөселман булып кыланса да, үзенә үзе хыянәт итми.
429	Нихуя себе эниеннэн элэгэ сина сакланырга ярама ды чтоли	Нихуя себе эниеннэн элэгэ сина сакланырга ярама ды чтоли
430	Бәлки, марҗа сатучыга апаның милләте ошамадымы?	Бәлки, марҗа сатучыга апаның милләте ошамадымы?
431	Берәр марҗа язгавндыр инде, татарлар боолай язмас.	Берәр марҗа язгавндыр инде, татарлар боолай язмас.
432	Мич башында марҗа әби,	Мич башында марҗа әби,
433	марҗа күрдем дип, ул хәтле башны югалтмыйлар)	марҗа күрдем дип, ул хәтле башны югалтмыйлар)
434	Заебали инде,жеп бирэм кирэк булса бер нинди таблеткалар да кирэк булмас	Заебали инде,жеп бирэм кирэк булса бер нинди таблеткалар да кирэк булмас
435	дохуя причина тагынКонкрет яз ничек ничек икэнен.	дохуя причина тагынКонкрет яз ничек ничек икэнен.
436	Икегездэ бер тиле икэнсез	Икегездэ бер тиле икэнсез
437	Танышым марҗа хатыны белән аерылыштылар яңа гына, җәй башында үтереп мактаган иде, хәзер әйтә, Аллага шөкер, котылдым, ди)	Танышым марҗа хатыны белән аерылыштылар яңа гына, җәй башында үтереп мактаган иде, хәзер әйтә, Аллага шөкер, котылдым, ди)
438	белмим мине не заебал:)))))минем куптэн бетте ул:)	белмим мине не заебал:)))))минем куптэн бетте ул:)
439	Арчада кем дохуя сүгенә,спалился син	Арчада кем дохуя сүгенә,спалился син
440	Алайса балаң үскәч марҗаларга тартылачак.	Алайса балаң үскәч марҗаларга тартылачак.
441	эй жыен хуйня-муйня устереп сатасында, аннары кутэрелэсен инде)))))	эй жыен хуйня-муйня устереп сатасында, аннары кутэрелэсен инде)))))
442	Главное маржа булмасын	Главное маржа булмасын
443	Анда заебись бугай!	Анда заебись бугай!
444	хотя, минем мархум бабай эйтэ иде\" заманасына кутак та булмаган анын, а вот кешесенэ булган\"ди иде	хотя, минем мархум бабай эйтэ иде\" заманасына кутак та булмаган анын, а вот кешесенэ булган\"ди иде
445	Кемгэ кирэк шул укысын,суеп утерэм дисэлэр дэ эшли алмыйм шул кутакгесларны	Кемгэ кирэк шул укысын,суеп утерэм дисэлэр дэ эшли алмыйм шул кутакгесларны
446	Эй кутак кына  илэмэгез  инде: )	Эй кутак кына  илэмэгез  инде: )
447	Егереп тоштем бакчага йогерме тиен акчага акчча тугел таш икэн вои син кутак баш икэн	Егереп тоштем бакчага йогерме тиен акчага акчча тугел таш икэн вои син кутак баш икэн
448	Синен кутак эшен бармы сон анда?)	Синен кутак эшен бармы сон анда?)
449	белэт кая фоткалар,яналыклар,кутакта эшлэмисез пииизду)))))	белэт кая фоткалар,яналыклар,кутакта эшлэмисез пииизду)))))
450	Эчеп барсан вообще пиздец була сина.	Эчеп барсан вообще пиздец була сина.
451	да да,5 аилык бала белэн 1 сэгать очереть торырга кирэк жыен чирле кеше янында,еще кергэч грубить иткэн булалар кутак башлар белэт!!!!!!	да да,5 аилык бала белэн 1 сэгать очереть торырга кирэк жыен чирле кеше янында,еще кергэч грубить иткэн булалар кутак башлар белэт!!!!!!
452	кыска итэклэр темасына багышлап)))не опсикайтись)	кыска итэклэр темасына багышлап)))не опсикайтись)
453	э эгэрдэ мудак булса, аны кыз уз кулында тотарга кирэк, минемчэ)	э эгэрдэ мудак булса, аны кыз уз кулында тотарга кирэк, минемчэ)
454	жибэр кутакны,жунсез кыз,озэсен бит,садист	жибэр кутакны,жунсез кыз,озэсен бит,садист
455	сектегез инде шул футбол белән,кутакларыма кирәк иде.	сектегез инде шул футбол белән,кутакларыма кирәк иде.
456	Бала чага булмагыз инде жиен кутак баш сузеннэн кытырып	Бала чага булмагыз инде жиен кутак баш сузеннэн кытырып
457	не секрет Анваровлар кутак башлар алар	не секрет Анваровлар кутак башлар алар
458	Бу группада кутак чэйнэп  утыручылар куп икэн, берсеннэн берсе умный блээт))	Бу группада кутак чэйнэп  утыручылар куп икэн, берсеннэн берсе умный блээт))
459	Бала чагалар кутак калган микэн олылар эшенэ кысылмасыннар иде	Бала чагалар кутак калган микэн олылар эшенэ кысылмасыннар иде
460	Синен кутак эшен бармы минем хэлдэ врач чтоли	Синен кутак эшен бармы минем хэлдэ врач чтоли
461	Купме эчэсе килэ,шул чаклым эчсен бала,нэмэ ана чамалап кына бирергэ,аз да булмасын hэм мэжбури дэ эчертергэ кирэкми,ул педиатр кутак белсен мени балага купме кирэк икэнен,бала купме эчэсе килэ,шул чаклым эчэ инде ул...	Купме эчэсе килэ,шул чаклым эчсен бала,нэмэ ана чамалап кына бирергэ,аз да булмасын hэм мэжбури дэ эчертергэ кирэкми,ул педиатр кутак белсен мени балага купме кирэк икэнен,бала купме эчэсе килэ,шул чаклым эчэ инде ул...
462	синен кутак эшен барма минем нишлэгэнемдэ	синен кутак эшен барма минем нишлэгэнемдэ
463	минем сине ни эшлэвендэ кутак та эшем ачуым килмэгэе, но белэт узеннэн шундый принцесса язадын син...	минем сине ни эшлэвендэ кутак та эшем ачуым килмэгэе, но белэт узеннэн шундый принцесса язадын син...
464	бер вакыт бер псих килэдэ,пиздец егетлэр,качып булмый ди.	бер вакыт бер псих килэдэ,пиздец егетлэр,качып булмый ди.
465	Баш эшлэми, кутак тора))	Баш эшлэми, кутак тора))
466	кутак та анламадым..	кутак та анламадым..
467	кутак чэйнэп утырмасын монда,и хули монда яза андый сораулары белэн,сайт знакомствлар до хуя и больше.	кутак чэйнэп утырмасын монда,и хули монда яза андый сораулары белэн,сайт знакомствлар до хуя и больше.
468	Кутакбашлар шикелле чабып йорилэр дэ,эчеп, ангары авызларын бэтэклэндереп жылый башлыйлар	Кутакбашлар шикелле чабып йорилэр дэ,эчеп, ангары авызларын бэтэклэндереп жылый башлыйлар
469	)))арча авылында кутакта юк анда)	)))арча авылында кутакта юк анда)
470	Мартнын 8е кутак аларга ! ))	Мартнын 8е кутак аларга ! ))
471	Казанда кутак яумаган эле	Казанда кутак яумаган эле
472	Бу кутакбаш килэме буген юкмы?	Бу кутакбаш килэме буген юкмы?
473	Хэ куп мозга сегеп утырсан вообще бармыйм	Хэ куп мозга сегеп утырсан вообще бармыйм
474	Кутак башлар басып алган туган илебезне!	Кутак башлар басып алган туган илебезне!
475	Чыннан да татар кызлары ин шэп хэм  матур,шуны да белмэгэч экэлэне нигэ кутакка тагып йорергэ сон ))	Чыннан да татар кызлары ин шэп хэм  матур,шуны да белмэгэч экэлэне нигэ кутакка тагып йорергэ сон ))
476	Бляш .....кая без катимся, раз ул сине кияуга алган ул мудак	Бляш .....кая без катимся, раз ул сине кияуга алган ул мудак
477	Сабыйлар дигэн була, бер кутак башы ускэн бит.	Сабыйлар дигэн була, бер кутак башы ускэн бит.
478	мин улгэч балаларым \"Бабайдан куттакта калмаган \" димэсен	мин улгэч балаларым \"Бабайдан куттакта калмаган \" димэсен
479	актанышта нинди кутак баш форпостниклар барлыкка килгэн ул??	актанышта нинди кутак баш форпостниклар барлыкка килгэн ул??
480	нэрсэ ул монда оныткан бу кутак баш))	нэрсэ ул монда оныткан бу кутак баш))
481	кутак чэйнэп утырасын	кутак чэйнэп утырасын
482	кутак илэргэ ботенесе дэ оста инде ул;)	кутак илэргэ ботенесе дэ оста инде ул;)
483	минем бывший Актаныш районыннан, хэм ул мудак!	минем бывший Актаныш районыннан, хэм ул мудак!
484	Ошатып аралашкан кызын сина кунакка килеп, башка егет бн икенче булмэгэ кунырга кереп китсен инде, пиздец инде бу.	Ошатып аралашкан кызын сина кунакка килеп, башка егет бн икенче булмэгэ кунырга кереп китсен инде, пиздец инде бу.
485	Сегелеп бетегез,хэркемнен уз кайгысы узенэ иткэн,кендез стабикэ,абыстай,тенен,шмаралар сез,матур сузгэ кутак суырып йерисез	Сегелеп бетегез,хэркемнен уз кайгысы узенэ иткэн,кендез стабикэ,абыстай,тенен,шмаралар сез,матур сузгэ кутак суырып йерисез
486	Улым, коялэнмэ, бирэлмэсэн, авылда калырсын, тракторист булырсын, булт борырсын, кутак жоны кырырсын.	Улым, коялэнмэ, бирэлмэсэн, авылда калырсын, тракторист булырсын, булт борырсын, кутак жоны кырырсын.
487	Петросян, блэ!	Петросян, блэ!
488	пиздец хэзерге яшьлэр	пиздец хэзерге яшьлэр
489	Эй блэт ташлар идем послать итер идем дип торалар кеше колкесе.	Эй блэт ташлар идем послать итер идем дип торалар кеше колкесе.
490	Секте мине бу бала-чагалар..!	Секте мине бу бала-чагалар..!
491	Кысылмасалар иде, блэт	Кысылмасалар иде, блэт
492	Кароч сузлэре уземнеке минусын спиздил, жырнын тулысын тынларга була, но аларны тынлап булмый автор жырлый башлаганнан сон хэм бу вообще кызык тугел	Кароч сузлэре уземнеке минусын спиздил, жырнын тулысын тынларга була, но аларны тынлап булмый автор жырлый башлаганнан сон хэм бу вообще кызык тугел
493	Бэтэгенэ приключения эзлэмэсэн иде син.	Бэтэгенэ приключения эзлэмэсэн иде син.
494	Кермэ блэт кеше арасына	Кермэ блэт кеше арасына
495	2ай,нихуя кочле мэхэббэтегез	2ай,нихуя кочле мэхэббэтегез
496	Шулай итеп блэтлеккэ чыгалар да инде))))	Шулай итеп блэтлеккэ чыгалар да инде))))
497	Берэр спорга кереп китсэн башлана инде, син пиздюшка авызынны яп, бла бла бла, уз яшенэ  купне белгэн, кургэн сыман	Берэр спорга кереп китсэн башлана инде, син пиздюшка авызынны яп, бла бла бла, уз яшенэ  купне белгэн, кургэн сыман
498	блэт минем сонгы арада тош тэ кургэнем юк	блэт минем сонгы арада тош тэ кургэнем юк
499	мине калдыра курмэгез тагы, блэт_)))	мине калдыра курмэгез тагы, блэт_)))
500	Денис, 6 Яшь дияргэ иден,тогда ышаныр иде  ссукан))	Денис, 6 Яшь дияргэ иден,тогда ышаныр иде  ссукан))
501	Эш эш эш блэт)	Эш эш эш блэт)
502	Урамдагы пиздюклардан башлап кызларга хэтле гопота.	Урамдагы пиздюклардан башлап кызларга хэтле гопота.
503	йшекне яп блэт !	йшекне яп блэт !
504	Сабантуй закончился,блэт кайчан экзаменнарыгыз бетэр инде.	Сабантуй закончился,блэт кайчан экзаменнарыгыз бетэр инде.
505	7дэ жыелалар дигэн иде,нихуяда кеше юк иде,колгэн очон пизды бирмилэр.	7дэ жыелалар дигэн иде,нихуяда кеше юк иде,колгэн очон пизды бирмилэр.
506	блэт,соенеп куйган идем инде сине курмим дип)булмады инде)	блэт,соенеп куйган идем инде сине курмим дип)булмады инде)
507	Вот блэт, мин бит шэхэр баласы мин монда мунча курмим бит))	Вот блэт, мин бит шэхэр баласы мин монда мунча курмим бит))
508	Бу машина хатын кызданда куп сорый бер айда ботенесе тералде май алыштыр тэгэрмэч ал страховка йоргэн кыз нихуя анламый(((	Бу машина хатын кызданда куп сорый бер айда ботенесе тералде май алыштыр тэгэрмэч ал страховка йоргэн кыз нихуя анламый(((
509	Ана калса, мин пиздатый жырчы)) яздыра башлыйм эле блэ)))	Ана калса, мин пиздатый жырчы)) яздыра башлыйм эле блэ)))
510	Белмэгэн килеш,эттем сектем язып утырмагыз монда	Белмэгэн килеш,эттем сектем язып утырмагыз монда
511	егет кеше уйлый аннары эшли- кыз кеше баштан эшли аннары уйлый нахрен мин шулай эшлэдем дип)))	егет кеше уйлый аннары эшли- кыз кеше баштан эшли аннары уйлый нахрен мин шулай эшлэдем дип)))
512	маймыл куте,мин дэ сине яратам)	маймыл куте,мин дэ сине яратам)
513	халляр ат сегэрлек буй гына житмей)	халляр ат сегэрлек буй гына житмей)
514	Эх сез матур кызлар ёбаный шалавылар...	Эх сез матур кызлар ёбаный шалавылар...
515	Эчми торган маймыл бн эчэ торганны ничек аерып була...непутевый коментларыгызны Котеп,эчми торган адэм	Эчми торган маймыл бн эчэ торганны ничек аерып була...непутевый коментларыгызны Котеп,эчми торган адэм
516	Бар,сэбэбе сине сегэргэ тиеш тугел,маймыл	Бар,сэбэбе сине сегэргэ тиеш тугел,маймыл
517	Язылган бит \"эктем сектем попсушникларнын сайты тугел\"	Язылган бит \"эктем сектем попсушникларнын сайты тугел\"
518	Бары тотып сегэчэк лучше кач !!!)))	Бары тотып сегэчэк лучше кач !!!)))
519	себерке сойлэшми бит ул	себерке сойлэшми бит ул
520	Сез егетляр берраз гына буталдыгыз, нинди оч сегэ? алты!)	Сез егетляр берраз гына буталдыгыз, нинди оч сегэ? алты!)
521	хэ язам инде тутырып,бирэлэр тучны  телефон тотмый сцук     	хэ язам инде тутырып,бирэлэр тучны  телефон тотмый сцук     
522	ат сегэр иде буе гына житмэй))	ат сегэр иде буе гына житмэй))
523	Ятып йокларга нахрен	Ятып йокларга нахрен
524	уземэ инде 25 яшь(егет кеше) но блин акыл не хрена да юк....	уземэ инде 25 яшь(егет кеше) но блин акыл не хрена да юк....
525	бу яшьтэ эзерэк житди булырга кирэк икэнен анлыйм...но хаман да тиле сатып йорудэн туктамыйм=)))	бу яшьтэ эзерэк житди булырга кирэк икэнен анлыйм...но хаман да тиле сатып йорудэн туктамыйм=)))
526	Ильдар дорес язды, шалава…	Ильдар дорес язды, шалава…
527	Монда янгыр тугел кут пешэ)	Монда янгыр тугел кут пешэ)
528	шулай була ул егетен булмаса,маймылга кучэсен)))))))))))))	шулай була ул егетен булмаса,маймылга кучэсен)))))))))))))
529	Адаш сегэсен син	Адаш сегэсен син
530	Тоне буе эктем-сектем йоргэн кызлардан остенрэк курэм.	Тоне буе эктем-сектем йоргэн кызлардан остенрэк курэм.
531	Группадагы язулар ошамый икән тогда нахрена монда подписались??? 	Группадагы язулар ошамый икән тогда нахрена монда подписались??? 
532	Эттем-сектем эйберлэр язмагыз, бик кирэк иде)	Эттем-сектем эйберлэр язмагыз, бик кирэк иде)
533	Иии жыен юк бар очен мозга сегэсез)	Иии жыен юк бар очен мозга сегэсез)
534	Баргач аларны сегэлэр ди	Баргач аларны сегэлэр ди
535	Егетлэргэ сорау: \"Кыз очен кут жырту!\" андый понятия бармы ул?	Егетлэргэ сорау: \"Кыз очен кут жырту!\" андый понятия бармы ул?
536	ул кадэрле тупой сорау бирмэгез инде....	ул кадэрле тупой сорау бирмэгез инде....
537	тупость реально, кайчакта кызык	тупость реально, кайчакта кызык
538	Менэ хэзер кут тобенэ килеп терэлгэч бер эйбер дэ белмибез.	Менэ хэзер кут тобенэ килеп терэлгэч бер эйбер дэ белмибез.
539	директор ебаный дип эйтэлэр анда, подслушано мед.колледж дигэн группа тозегэн очен кутлэрен с##кэн.	директор ебаный дип эйтэлэр анда, подслушано мед.колледж дигэн группа тозегэн очен кутлэрен с##кэн.
540	урыс эйтмешли, какая х.й разница,главное минем язганны анладылар,э хата это ху...ня =)	урыс эйтмешли, какая х.й разница,главное минем язганны анладылар,э хата это ху...ня =)
541	акча очен кут жыртып китеп барган бит) авылдашларга концерт курсэтмичэ	акча очен кут жыртып китеп барган бит) авылдашларга концерт курсэтмичэ
542	кут белэн уйлауны туктатасы	кут белэн уйлауны туктатасы
543	мин как обычно, сонга калдым инде, кут битен генэ убеп алсам да житэ))	мин как обычно, сонга калдым инде, кут битен генэ убеп алсам да житэ))
544	егетлэр каршысында, кут селкеп йорисе юк эле:)	егетлэр каршысында, кут селкеп йорисе юк эле:)
545	Э  нигэ сразу кут катырырга?	Э  нигэ сразу кут катырырга?
546	жайлыда инде Хэзер интернет булгач, кут ошетеп йорисе юк кызлар эзлэп  урамда))	жайлыда инде Хэзер интернет булгач, кут ошетеп йорисе юк кызлар эзлэп  урамда))
547	Мин тоже сорыйм эле: кеше тычкач кут кыза	Мин тоже сорыйм эле: кеше тычкач кут кыза
548	кут катмасын очен яхшы киенергэ кирэк инде))	кут катмасын очен яхшы киенергэ кирэк инде))
549	Урыс кутагым))	Урыс кутагым))
550	Алыгыз ,ишетмисезме әллә,теләсә кая куегыз бу дураны!	Алыгыз ,ишетмисезме әллә,теләсә кая куегыз бу дураны!
551	сон син аларга гел кут белэн борыласындыр.	сон син аларга гел кут белэн борыласындыр.
552	Бар да яхшы,тик кут ката	Бар да яхшы,тик кут ката
553	Чаевой очен,кут селкеп йору килешми	Чаевой очен,кут селкеп йору килешми
554	Ник кут ертасын алар очен, эллэ узен дэ шул шарагада эшлисен?	Ник кут ертасын алар очен, эллэ узен дэ шул шарагада эшлисен?
555	Сунын жылылыгы 19 градус,ул кут катырыр очен менэ дигэн сузме инде?)	Сунын жылылыгы 19 градус,ул кут катырыр очен менэ дигэн сузме инде?)
556	Авылда кут ката хазер, шэхэрендэ генэ ят инде)))))))))))))	Авылда кут ката хазер, шэхэрендэ генэ ят инде)))))))))))))
557	минемча , ничек тэ булмаса , тэлэге де булса , булай киенсэлэр ул эйбэтрек инде , ачык кут белэн йоргенче ... ))	минемча , ничек тэ булмаса , тэлэге де булса , булай киенсэлэр ул эйбэтрек инде , ачык кут белэн йоргенче ... ))
558	кут катырыргамы?)	кут катырыргамы?)
559	Ах зарлардан туйган кунел ала блэззэт...	Ах зарлардан туйган кунел ала блэззэт...
560	Кызларга:сез, кутагыма ябыгам дип чабасыз?	Кызларга:сез, кутагыма ябыгам дип чабасыз?
561	Мэгьнэле жырламагач кутагыма жырлап йори мени,син шул селэгэенне агызып йорисен инде шунда	Мэгьнэле жырламагач кутагыма жырлап йори мени,син шул селэгэенне агызып йорисен инде шунда
562	кутагыма сугенэсенмэ сон алайса?)	кутагыма сугенэсенмэ сон алайса?)
563	Урыс кутагымнан белсенме татарча	Урыс кутагымнан белсенме татарча
564	кутагым кутэрелде кэеф юк	кутагым кутэрелде кэеф юк
565	тикшерэ,кутагы торганлыгын)	тикшерэ,кутагы торганлыгын)
566	Ник кутагым татар бит без	Ник кутагым татар бит без
567	эй кутагым анда упкэли торган эйбер дэ юк бит)))	эй кутагым анда упкэли торган эйбер дэ юк бит)))
568	АКШнын узлэренен кысылмаган жирлэре юк,кутлэрен кысып тик ятсыннар	АКШнын узлэренен кысылмаган жирлэре юк,кутлэрен кысып тик ятсыннар
569	ни кутагыма русча язасыз узегез урыслашу турында?	ни кутагыма русча язасыз узегез урыслашу турында?
570	сөйләшегез татарча хәм сегенмәгез урыслар арасында сытык кукәйләр кебек!)	сөйләшегез татарча хәм сегенмәгез урыслар арасында сытык кукәйләр кебек!)
571	Кайгы кутагым	Кайгы кутагым
572	Иначе кута**ыма өйләнергәме	Иначе кута**ыма өйләнергәме
573	Ул ирлэрне ничек кутлэренэ утыртырга индэ?	Ул ирлэрне ничек кутлэренэ утыртырга индэ?
574	Прям эниен\"улым кутагына жон чыкмаган\"эле  диме???	Прям эниен\"улым кутагына жон чыкмаган\"эле  диме???
575	Рамис кутенне алай кыздырма!	Рамис кутенне алай кыздырма!
576	Була кутагым мин хэр елны шулай каршы алам :)))	Була кутагым мин хэр елны шулай каршы алам :)))
577	кутенне кысып кына утыр	кутенне кысып кына утыр
578	жэхэннэм кутендэ каян салыйм ди уземада сала алмыйм	жэхэннэм кутендэ каян салыйм ди уземада сала алмыйм
579	Алар кутагым опг опг дип  кычкырып кына утыра белэлэр	Алар кутагым опг опг дип  кычкырып кына утыра белэлэр
580	канишны, кутагым, авыртсам эни орыша аннары_)))	канишны, кутагым, авыртсам эни орыша аннары_)))
581	И кутагым кутагым...)))	И кутагым кутагым...)))
582	бер-беренэ ышанмагач ни кутагыма йорисез сон сез?)	бер-беренэ ышанмагач ни кутагыма йорисез сон сез?)
583	Борчылма кутлэрен Дамир Амиреч сегэ аларнын , янган саламнары очен!!!!))))	Борчылма кутлэрен Дамир Амиреч сегэ аларнын , янган саламнары очен!!!!))))
584	Мунчада шпили вили уйнаганнар	Мунчада шпили вили уйнаганнар
585	хатыны булсада,кутагы сулга карый)	хатыны булсада,кутагы сулга карый)
586	кутлэрен сегэр идем	кутлэрен сегэр идем
587	Мин дустым алай итсэ, дустымнын кутен сегеп машинадан егып тошерер идем!	Мин дустым алай итсэ, дустымнын кутен сегеп машинадан егып тошерер идем!
588	Абыен шулай дэвам итсэ, сегеп тэ атырлар, анын Куз алдында!	Абыен шулай дэвам итсэ, сегеп тэ атырлар, анын Куз алдында!
589	кутагыма кирак алдан ук билгеле була инде ул	кутагыма кирак алдан ук билгеле була инде ул
590	Нэрсэ тычкаклайсыз эллэ??))	Нэрсэ тычкаклайсыз эллэ??))
591	тычмаган куткэ,бук ябешмэй	тычмаган куткэ,бук ябешмэй
592	Кит кутагым мина бабник булырга эле мина 12 генэ яшь	Кит кутагым мина бабник булырга эле мина 12 генэ яшь
593	шэхэрдэ кутагым 80%кеше зарплатадан зарплатага яши,квартплата,бензин!!	шэхэрдэ кутагым 80%кеше зарплатадан зарплатага яши,квартплата,бензин!!
594	Әй, ахмаклар, аның нәрсәсе җирәнеч?	Әй, ахмаклар, аның нәрсәсе җирәнеч?
595	яхшы татарлар хэзер эз хэм алар эллэ нинди маржаларга илэнэр.	яхшы татарлар хэзер эз хэм алар эллэ нинди маржаларга илэнэр.
596	читкэрэк киттек, и бу кыз сумкасыннан ике бутылка Ледоф чыгарды, берсен ачты, очтэн берен авызыннан гына залпом эчте,кил эле монда дип минем башны иснэде икенче бутылканы мина суза..честно говоря мин охуел...)	читкэрэк киттек, и бу кыз сумкасыннан ике бутылка Ледоф чыгарды, берсен ачты, очтэн берен авызыннан гына залпом эчте,кил эле монда дип минем башны иснэде икенче бутылканы мина суза..честно говоря мин охуел...)
597	Но блять энилэр алып кайтып китте т к апай икенче авылдан иде.	Но блять энилэр алып кайтып китте т к апай икенче авылдан иде.
598	Әнә, бер катнаш туйда марҗа кодагый үзенекеләр белән таныштыру вакытында “деверь, шурин, свояченица, сношеница”ларын тәмам бутап бетерде.	Әнә, бер катнаш туйда марҗа кодагый үзенекеләр белән таныштыру вакытында “деверь, шурин, свояченица, сношеница”ларын тәмам бутап бетерде.
599	Бер марҗа хатыны малаен йөртте миңа.	Бер марҗа хатыны малаен йөртте миңа.
600	Тулке менэ дуртенчегэ генэ менеп булмый, ни хуя!	Тулке менэ дуртенчегэ генэ менеп булмый, ни хуя!
601	эммэдэ лэкин бер оч ел элек шуны белдем кем миннэн колгэн аларнын тормышы хренова икэнен.	эммэдэ лэкин бер оч ел элек шуны белдем кем миннэн колгэн аларнын тормышы хренова икэнен.
602	Сездэ барыгыз Шэбезбашка,ахуенно анда!!!	Сездэ барыгыз Шэбезбашка,ахуенно анда!!!
603	Ишекне бер карт марҗа ачты һәм кемне эзләп килүемне әйткәч	Ишекне бер карт марҗа ачты һәм кемне эзләп килүемне әйткәч
604	Әйтик, берәр үзгә кеше, берәр марҗа булса, ире күмелгән кабер түмгәген кочаклап, кычкырып бер елаган булыр иде, ләкин Надия аңа бармады, шулвакыт җанына шулхәтле читен булса да, ул тын торды, эченнән генә елады.	Әйтик, берәр үзгә кеше, берәр марҗа булса, ире күмелгән кабер түмгәген кочаклап, кычкырып бер елаган булыр иде, ләкин Надия аңа бармады, шулвакыт җанына шулхәтле читен булса да, ул тын торды, эченнән генә елады.
605	Шунда аларнын шпили-вили булды.	Шунда аларнын шпили-вили булды.
606	– Сыра заводына технорук булып килгән менә дигән марҗага өйләндем!	– Сыра заводына технорук булып килгән менә дигән марҗага өйләндем!
607	Мин үзем мәсәлән шулай итәм, әле бер марҗаның да, яки урысның да үпкәләгәнен күргәнем юк, киресенчә авызларын гына ерып торалар)).	Мин үзем мәсәлән шулай итәм, әле бер марҗаның да, яки урысның да үпкәләгәнен күргәнем юк, киресенчә авызларын гына ерып торалар)).
608	Анлагыз хуево Этиен сина бары отчествосын гына калдырганда.	Анлагыз хуево Этиен сина бары отчествосын гына калдырганда.
609	Ул старшийларын синен авылда гына невьебенно крутой инде по любому, казангамы анда или белмим нинди шэхэр сезгэ анда якын, барсалар узлэренен очколары жим жим дыр)))	Ул старшийларын синен авылда гына невьебенно крутой инде по любому, казангамы анда или белмим нинди шэхэр сезгэ анда якын, барсалар узлэренен очколары жим жим дыр)))
610	хэм шул вакытта уйлап куясын инде нахуй надо дип.	хэм шул вакытта уйлап куясын инде нахуй надо дип.
611	Бөтенесе белә,я дурак	Бөтенесе белә,я дурак
612	Мин сволочь.	Мин сволочь.
613	Если син исэн-сау, таза, сэламэт, йореп торасын икэн шатланыгыз секкэн кызлар Хэм егетлэр шатланыгыыыыз.	Если син исэн-сау, таза, сэламэт, йореп торасын икэн шатланыгыз секкэн кызлар Хэм егетлэр шатланыгыыыыз.
614	Мужиклар сегеп атса?	Мужиклар сегеп атса?
615	Бу тош кенэ булган икэн, сегим диеп уйладым.	Бу тош кенэ булган икэн, сегим диеп уйладым.
616	Кутагымы чэйнэмэ, алар бэйлэнсэ бэйлэнеер	Кутагымы чэйнэмэ, алар бэйлэнсэ бэйлэнеер
617	Сука, сузем калмады:)	Сука, сузем калмады:)
618	Шуннан \"бакча артындагы талда\" дия дия килеп чыккан раствррны корэк белэн против часавой булгатасын да и опять ябык форточкага \" заебааал храпеть уже \" дип кычкырасын)))	Шуннан \"бакча артындагы талда\" дия дия килеп чыккан раствррны корэк белэн против часавой булгатасын да и опять ябык форточкага \" заебааал храпеть уже \" дип кычкырасын)))
619	Сез куз алдына китерегез урысны кайсы урысча анламыйда сойлэшмидэ....... какой нахрен ул урыс була сон?	Сез куз алдына китерегез урысны кайсы урысча анламыйда сойлэшмидэ....... какой нахрен ул урыс була сон?
620	Эй кутагым заебали инде жылап, тегендэ бу, монда шул, сука нежные Блэт)	Эй кутагым заебали инде жылап, тегендэ бу, монда шул, сука нежные Блэт)
621	колбаса ашыйсыз, эллэ Анда итнен самый заебисеннэн фарш ясап яталар мы	колбаса ашыйсыз, эллэ Анда итнен самый заебисеннэн фарш ясап яталар мы
622	хуй сезгэ, тараканы да, кумагы да шунда, секми дэ ашыйсыз эле лачтыр лочтыр, тэмле дип))	хуй сезгэ, тараканы да, кумагы да шунда, секми дэ ашыйсыз эле лачтыр лочтыр, тэмле дип))
623	Ну бля, неужели булганына шокер эйтеп яшэп булмый?!	Ну бля, неужели булганына шокер эйтеп яшэп булмый?!
624	Мескен Ике суздэ эйтэ алмый калды кутенэ типтелэр	Мескен Ике суздэ эйтэ алмый калды кутенэ типтелэр
625	кутен ябышмасын)	кутен ябышмасын)
626	берэунен дэ кутен катырып йорисе килми	берэунен дэ кутен катырып йорисе килми
627	ял коненда тик ойда  утырабыз инде, тышка щыксан кутен ката бит	ял коненда тик ойда  утырабыз инде, тышка щыксан кутен ката бит
628	Берузе яшэп карасын, кутенэ тигэч, тезлэнеп каршына басмас микэн.	Берузе яшэп карасын, кутенэ тигэч, тезлэнеп каршына басмас микэн.
629	Ирсез калам дип уйлама, бетмэс монда жыен бук.	Ирсез калам дип уйлама, бетмэс монда жыен бук.
